number,title,detail_url,dozierende
101-0491-10L,Basics of Java and Best Practices for Scientific Computing,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193349&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,M. Balac
401-0647-00L,Introduction to Mathematical Optimization,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193704&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,D. Adjiashvili
101-0307-00L,Design and Construction in Geotechnical Engineering,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194023&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"I. Anastasopoulos, A. Agalianos, A. Marin"
101-0186-01L,"BIM, Parametric Modeling and Digital Construction for Civil Engineers",https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192665&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Taras, A. Müller, M. Tretheway"
101-0328-00L,Granular Mechanics,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192777&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,J. Gaume
101-0138-11L,Bridge Design: Project Competition,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192447&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,W. Kaufmann
101-0531-00L,Digital Creativity for Circular Construction,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194830&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,C. De Wolf
101-0289-00L,Applied Glaciology,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193307&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"D. Farinotti, A. Bauder, M. van Tiel, M. Werder"
101-0121-00L,Fatigue and Fracture in Materials and Structures,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=196398&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Taras, H. Heydarinouri"
101-0249-00L,Hydraulic Engineering III,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193288&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,R. Boes
101-0608-00L,Design-Integrated Life Cycle Assessment,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193048&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"G. Habert, F. Belizario Silva"
101-0329-00L,Underground Construction III,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192939&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"L. Cantieni, J. Leuthold, A. Nordas, M. Ramoni"
101-0139-00L,Scientific Machine and Deep Learning for Design and Construction,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193669&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"B. Bickel, A. Müller"
101-0357-00L,Theoretical and Experimental Soil Mechanics,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193296&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"I. Anastasopoulos, R. Herzog, A. Marin, M. Schneider, M. Sieber"
101-0120-00L,Structural Glass Design and Facade Engineering,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194553&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,V.‑A. Silvestru
101-0250-00L,Solving Partial Differential Equations in Parallel on GPUs I,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193496&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"I. Utkin, S. Omlin, L. Räss, M. Werder"
101-0659-01L,Durability and Maintenance of Reinforced Concrete,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194488&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"U. Angst, S. Mundra, Z. Zhang"
101-0677-00L,Concrete Technology,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192869&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"F. Nägele, G. Martinola, T. Wangler"
101-0427-01L,Public Transport Design and Operations,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193238&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,F. Corman
101-0492-00L,Microscopic Modelling and Simulation of Traffic Operations,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193554&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,K. Riehl
101-0527-10L,Materials and Constructions,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193850&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"G. Habert, D. M. L. Ardant"
101-0123-00L,Structural Design,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193615&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"J. Pauli, F. Bertagna"
101-0267-01L,Numerical Hydraulics,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193020&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"E. Secchi, D. F. Vetsch"
101-0186-01L,"BIM, Parametric Modeling and Digital Construction for Civil Engineers",https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192665&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Taras, A. Müller, M. Tretheway"
101-0129-00L,Non Destructive Evaluation & Rehabilitation of Existing Structures,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193175&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"B. Herraiz Gómez, G. Kocur"
101-0328-00L,Granular Mechanics,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192777&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,J. Gaume
101-0138-11L,Bridge Design: Project Competition,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192447&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,W. Kaufmann
101-0531-00L,Digital Creativity for Circular Construction,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194830&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,C. De Wolf
101-0010-10L,Master's Thesis,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192642&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
363-1047-00L,Urban Systems and Transportation,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193460&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"M. Köthenbürger, G. Loumeau"
052-0707-00L,Urban Design III,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194255&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"H. Klumpner, F. T. Salva Rocha Franco"
101-0186-01L,"BIM, Parametric Modeling and Digital Construction for Civil Engineers",https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192665&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Taras, A. Müller, M. Tretheway"
148-0001-00L,GIS-Grundlagen und -Prinzipien,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192841&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"L. Hurni, M. Raubal"
148-0002-00L,GIS-Methoden und -Prozesse,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192842&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"L. Hurni, M. Raubal"
150-0001-00L,Modul 1: Vom Bedürfnis bis zur Projektgenehmigung,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=197058&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"P. Häfliger, M. Feller, F. Ortiz Quintana, A. Taras"
150-0002-00L,Modul 2: Planung,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=197059&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"P. Häfliger, M. Feller, F. Ortiz Quintana, A. Taras"
150-0003-00L,Modul 3: Realisierung,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=197060&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"P. Häfliger, M. Feller, F. Ortiz Quintana, A. Taras"
150-0004-00L,"Modul 4: Betrieb, Unterhalt und Umnutzung",https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=197061&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"P. Häfliger, M. Feller, F. Ortiz Quintana, A. Taras"
135-0001-00L,Einführung: Grundlagen der Raumentwicklung,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192773&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Rupf, S. Kissling, M. Nollert"
135-0100-00L,Modul 1: Raumplanung,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192774&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Rupf, M. Koll-Schretzenmayr, M. Nollert"
135-0101-00L,Modul 2: Raum als komplexe Situation,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192775&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"M. Nollert, A. Rupf"
135-0102-00L,Modul 3: Integrierter Städtebau,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192793&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Rupf, D. Rummel"
135-0103-00L,Modul 4: Funktionale Regionen,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192794&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Rupf, M. Nollert"
135-0104-00L,Modul 5: Transformation gestalten,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192795&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Rupf, M. Nollert"
135-0105-00L,Design Studio,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192796&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Rupf, R. Hanimann, A. Kuitenbrouwer, M. Nollert"
136-0201-00L,General Knowledge on Hygrothermal Building Physics,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193092&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,G. Habert
136-0202-00L,Constructive Details & Regenerative Envelops,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193617&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,G. Habert
136-0203-00L,Advanced Knowledge on Hygrothermal Assessment,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193869&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,G. Habert
136-0250-00L,Project Work on Hygrothermal Validation,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193870&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,G. Habert
136-0301-00L,General Knowledge on Structural Analysis,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194838&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"G. Habert, A. Evrard"
136-0302-00L,Constructive Details & Implementation of Regenerative Structural Systems,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194839&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"G. Habert, A. Evrard"
136-0303-00L,Advanced Knowledge on Structural Assessment,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194840&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"G. Habert, A. Evrard"
136-0304-00L,Project Work on Structural Validation,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194841&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"G. Habert, A. Evrard"
112-0007-00L,Module 7: Synthesis,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193663&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
131-0001-00L,Module 1: Global Crises to Local Interventions,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194102&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"T. Luthe, D. C. Wahl"
131-0002-00L,Module 2: Sustainability to Regeneration,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194119&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"T. Luthe, D. C. Wahl"
131-0003-00L,Module 3: Worldviews,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194140&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"T. Luthe, D. C. Wahl"
131-0004-00L,Module 4: Reframing Complexity,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194159&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"T. Luthe, D. C. Wahl"
131-0005-00L,Module 5: Design as Nature,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194180&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"T. Luthe, D. C. Wahl"
131-0006-00L,Module 6: Mind and Movement,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194202&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"T. Luthe, D. C. Wahl"
131-0007-00L,Module 7: Synthesis,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=196678&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,T. Luthe
113-0001-00L,Module 1: Introduction,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194914&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
113-0002-00L,Module 2: Field Design Trip,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194915&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
113-0003-00L,Module 3: Origins and Advances in Systemic Design,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194916&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
113-0004-00L,Module 4: Scientific and Engineering Methods and Reasoning,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194917&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
113-0005-00L,Module 5: Designerly Methods and Cultures,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194918&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
113-0006-00L,Module 6: Cross-Scale Design,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194919&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
113-0007-00L,Module 7: Embodied and Transformative Practices,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194920&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
113-0008-00L,Module 8: Navigating Complexity,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194921&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
113-0009-00L,Module 9: Synthesis and Quest,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194922&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
139-0101-00L,Modul 1: Erdbebengerechter Entwurf und Normen in der Schweiz,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193550&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Tsiavos, B. Stojadinovic"
139-0102-00L,Modul 2: Finite-Elemente-Modellierung und Messtechnik,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193551&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Tsiavos, B. Stojadinovic"
139-0103-00L,Modul 3: Analysemethoden und Praxisbeispiele von Erdbebenüberprüfung und Erdbebenertüchtigung,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193552&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Tsiavos, B. Stojadinovic"
139-0104-00L,Modul 4: Individuelle Projektarbeit,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192905&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"S. Arslantürkoglu, B. Stojadinovic"
135-0001-00L,Einführung: Grundlagen der Raumentwicklung,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192773&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Rupf, S. Kissling, M. Nollert"
135-0301-00L,Modul 1: Urbane Zukunft,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194722&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
135-0302-00L,Modul 2: Digitale und operative Kompetenz,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194723&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
135-0303-00L,Modul 3: Landschaft und Ökosysteme,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194724&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,A. Grêt-Regamey
135-0304-00L,Modul 4: Nachhaltige Mobilität,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194581&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
135-0305-00L,Modul 5: Transformation gestalten: Veränderungsprozesse & Change-Management,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194582&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,D. Kaufmann
135-0306-00L,Design Studio,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194584&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
136-0201-00L,General Knowledge on Hygrothermal Building Physics,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193092&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,G. Habert
136-0202-00L,Constructive Details & Regenerative Envelops,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193617&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,G. Habert
136-0203-00L,Advanced Knowledge on Hygrothermal Assessment,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193869&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,G. Habert
136-0250-00L,Project Work on Hygrothermal Validation,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193870&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,G. Habert
101-0139-00L,Scientific Machine and Deep Learning for Design and Construction,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193669&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"B. Bickel, A. Müller"
701-0015-00L,Transdisciplinary Research: Challenges of Interdisciplinarity and Stakeholder Engagement,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193854&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"B. Vienni Baptista, C. E. Pohl"
101-1400-01L,Design++ Seminar Series/Kolloquium (autumn semester),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193160&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Müller, F. Scotto"
102-0317-04L,Advanced Environmental Assessment (Computer Lab II),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=193865&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,S. Pfister
102-0317-03L,Advanced Environmental Assessment (Computer Lab I),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194066&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,S. Pfister
101-0121-00L,Fatigue and Fracture in Materials and Structures,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=196398&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,"A. Taras, H. Heydarinouri"
101-0191-00L,Seismic and Vibration Isolation,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=200538&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,B. Stojadinovic
101-5000-00L,Ethics and Scientific Integrity for Doctoral Students of D-BAUG,https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194766&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,C. Sailer
900-0100-DRL,Transferable Skills Course I (1-3 days),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194612&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0101-DRL,Transferable Skills Course II (1-3 days),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194576&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0102-DRL,Transferable Skills Course III (1-3 days),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194747&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0103-DRL,"Transferable Skills Course I (1-3 days, with Poster or Talk)",https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194748&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0104-DRL,"Transferable Skills Course II (1-3 days, with Poster or Talk)",https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194749&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0105-DRL,"Transferable Skills Course III (1-3 days, with Poster or Talk)",https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194750&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0106-DRL,Transferable Skills Course I (1 week),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194751&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0107-DRL,Transferable Skills Course II (1 week),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194752&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0108-DRL,Transferable Skills Course III (1 week),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194772&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0109-DRL,"Transferable Skills Course I (1 week, with Poster or Talk)",https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194773&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0110-DRL,"Transferable Skills Course II (1 week, with Poster or Talk)",https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194823&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0111-DRL,"Transferable Skills Course III (1 week, with Poster or Talk)",https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194824&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0112-DRL,Participation in Commission I (min 1 year),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194825&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0113-DRL,Participation in Commission II (min 1 year),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194549&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0114-DRL,Member of Executive Board (min 1 year),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194550&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0150-DRL,Summer School I (1-3 days),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192761&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0151-DRL,Summer School II (1-3 days),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192762&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0152-DRL,Summer School III (1-3 days),https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=192764&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0153-DRL,"Summer School I (1-3 days, with Poster or Talk)",https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194274&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0154-DRL,"Summer School II (1-3 days, with Poster or Talk)",https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194275&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
900-0155-DRL,"Summer School III (1-3 days, with Poster or Talk)",https://www.vvz.ethz.ch/Vorlesungsverzeichnis/lerneinheit.view?lerneinheitId=194676&semkez=2025W&ansicht=LEHRVERANSTALTUNGEN&lang=de,
